system (grid),system total,6.0
system (grid),system total discounted cost,1807313.2666
system (grid),system total discounted demand,3335722.64488
system (grid),system total discounted recurring cost,989771.504037
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,154232.985155
system (grid),system total external initial cost,579247.109375
system (grid),system total initial cost,817541.762566
system (grid),system total internal discounted recurring cost,835538.518883
system (grid),system total internal initial cost,238294.653191
system (grid),system total levelized cost,0.541805617255
system (grid),system total proposed network length,32278.5405273
system (mini-grid),system total,5.0
system (mini-grid),system total discounted cost,733830.136916
system (mini-grid),system total discounted demand,1153460.42288
system (mini-grid),system total discounted energy storage cost,692076.253727
system (mini-grid),system total discounted generation cost,719512.131923
system (mini-grid),system total discounted recurring cost,709880.136916
system (mini-grid),system total initial cost,23950.0
system (mini-grid),system total levelized cost,0.636198800028
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
