system (grid),system total,4.0
system (grid),system total discounted cost,77375.2344156
system (grid),system total discounted demand,41645.3072986
system (grid),system total discounted recurring cost,29979.651561
system (grid),system total existing network length,92.6490366446
system (grid),system total external discounted recurring cost,1.30710059662e-09
system (grid),system total external initial cost,4.90902929418e-09
system (grid),system total initial cost,47395.5828547
system (grid),system total internal discounted recurring cost,29979.651561
system (grid),system total internal initial cost,47395.5828547
system (grid),system total levelized cost,1.85795806142
system (grid),system total proposed network length,4.90902929418e-10
system (mini-grid),system total,31.0
system (mini-grid),system total discounted cost,2048013.85496
system (mini-grid),system total discounted demand,1182100.37229
system (mini-grid),system total discounted energy storage cost,1018217.13187
system (mini-grid),system total discounted generation cost,1091379.47372
system (mini-grid),system total discounted recurring cost,1328563.85496
system (mini-grid),system total initial cost,719450.0
system (mini-grid),system total levelized cost,1.73252111493
system (off-grid),system total,20.0
system (off-grid),system total discounted cost,500995.034606
system (off-grid),system total discounted demand,164582.647374
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,245245.034606
system (off-grid),system total initial cost,255750.0
system (off-grid),system total levelized cost,3.04403315052
