system (grid),system total,4.0
system (grid),system total discounted cost,148881.960565
system (grid),system total discounted demand,91858.1921401
system (grid),system total discounted recurring cost,56314.8232775
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,493.383145602
system (grid),system total external initial cost,1852.98080445
system (grid),system total initial cost,92567.137288
system (grid),system total internal discounted recurring cost,55821.4401319
system (grid),system total internal initial cost,90714.1564836
system (grid),system total levelized cost,1.62078043446
system (grid),system total proposed network length,92.6490402227
system (mini-grid),system total,31.0
system (mini-grid),system total discounted cost,2048013.85496
system (mini-grid),system total discounted demand,1182100.37229
system (mini-grid),system total discounted energy storage cost,1018217.13187
system (mini-grid),system total discounted generation cost,1091379.47372
system (mini-grid),system total discounted recurring cost,1328563.85496
system (mini-grid),system total initial cost,719450.0
system (mini-grid),system total levelized cost,1.73252111493
system (off-grid),system total,23.0
system (off-grid),system total discounted cost,558097.694464
system (off-grid),system total discounted demand,183095.571478
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,273197.694465
system (off-grid),system total initial cost,284900.0
system (off-grid),system total levelized cost,3.04812230006
