system (grid),system total,0.0
system (grid),system total discounted cost,0.0
system (grid),system total discounted demand,0.0
system (grid),system total discounted recurring cost,0.0
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,0.0
system (grid),system total external initial cost,0.0
system (grid),system total initial cost,0.0
system (grid),system total internal discounted recurring cost,0.0
system (grid),system total internal initial cost,0.0
system (grid),system total levelized cost,0
system (grid),system total proposed network length,0
system (mini-grid),system total,32.0
system (mini-grid),system total discounted cost,4181001.98904
system (mini-grid),system total discounted demand,6107897.18484
system (mini-grid),system total discounted energy storage cost,3673209.69259
system (mini-grid),system total discounted generation cost,3824488.07653
system (mini-grid),system total discounted recurring cost,3850864.48903
system (mini-grid),system total initial cost,330137.5
system (mini-grid),system total levelized cost,0.684523963405
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
