system (grid),system total,4.0
system (grid),system total discounted cost,155040.239189
system (grid),system total discounted demand,117783.182155
system (grid),system total discounted recurring cost,61201.4163267
system (grid),system total existing network length,4330.02877482
system (grid),system total external discounted recurring cost,4546.46029779
system (grid),system total external initial cost,17074.9725342
system (grid),system total initial cost,93838.8228626
system (grid),system total internal discounted recurring cost,56654.9560289
system (grid),system total internal initial cost,76763.8503284
system (grid),system total levelized cost,1.31631898843
system (grid),system total proposed network length,853.748626709
system (mini-grid),system total,63.0
system (mini-grid),system total discounted cost,4066455.18324
system (mini-grid),system total discounted demand,3086695.97111
system (mini-grid),system total discounted energy storage cost,2345092.28547
system (mini-grid),system total discounted generation cost,2498275.93873
system (mini-grid),system total discounted recurring cost,2870130.18324
system (mini-grid),system total initial cost,1196325.0
system (mini-grid),system total levelized cost,1.31741357792
system (off-grid),system total,15.0
system (off-grid),system total discounted cost,313525.924883
system (off-grid),system total discounted demand,102957.019246
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,153475.924883
system (off-grid),system total initial cost,160050.0
system (off-grid),system total levelized cost,3.04521175126
