system (grid),system total,4.0
system (grid),system total discounted cost,77375.2344156
system (grid),system total discounted demand,41645.3072986
system (grid),system total discounted recurring cost,29979.651561
system (grid),system total existing network length,92.6490366446
system (grid),system total external discounted recurring cost,1.30710059662e-09
system (grid),system total external initial cost,4.90902929418e-09
system (grid),system total initial cost,47395.5828547
system (grid),system total internal discounted recurring cost,29979.651561
system (grid),system total internal initial cost,47395.5828547
system (grid),system total levelized cost,1.85795806142
system (grid),system total proposed network length,4.90902929418e-10
system (mini-grid),system total,32.0
system (mini-grid),system total discounted cost,2101041.72832
system (mini-grid),system total discounted demand,1208277.63625
system (mini-grid),system total discounted energy storage cost,1047283.3921
system (mini-grid),system total discounted generation cost,1122732.05714
system (mini-grid),system total discounted recurring cost,1364966.72832
system (mini-grid),system total initial cost,736075.0
system (mini-grid),system total levelized cost,1.73887330633
system (off-grid),system total,26.0
system (off-grid),system total discounted cost,612506.832631
system (off-grid),system total discounted demand,200855.193084
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,299831.832632
system (off-grid),system total initial cost,312675.0
system (off-grid),system total levelized cost,3.04949462957
