system (grid),system total,14.0
system (grid),system total discounted cost,1664730.95673
system (grid),system total discounted demand,2708675.43032
system (grid),system total discounted recurring cost,860263.327991
system (grid),system total existing network length,31683.7816142
system (grid),system total external discounted recurring cost,76570.249925
system (grid),system total external initial cost,287572.051392
system (grid),system total initial cost,804467.628735
system (grid),system total internal discounted recurring cost,783693.078066
system (grid),system total internal initial cost,516895.577343
system (grid),system total levelized cost,0.614592260887
system (grid),system total proposed network length,24331.5009766
system (mini-grid),system total,35.0
system (mini-grid),system total discounted cost,2437645.87093
system (mini-grid),system total discounted demand,3052669.74256
system (mini-grid),system total discounted energy storage cost,1920557.98639
system (mini-grid),system total discounted generation cost,2021156.20644
system (mini-grid),system total discounted recurring cost,2089545.87093
system (mini-grid),system total initial cost,348100.0
system (mini-grid),system total levelized cost,0.798529181505
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
