system (grid),system total,5.0
system (grid),system total discounted cost,198510.499847
system (grid),system total discounted demand,123371.183013
system (grid),system total discounted recurring cost,74594.5804185
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,1023.15222128
system (grid),system total external initial cost,3842.61489869
system (grid),system total initial cost,123915.919429
system (grid),system total internal discounted recurring cost,73571.4281972
system (grid),system total internal initial cost,120073.30453
system (grid),system total levelized cost,1.60905079289
system (grid),system total proposed network length,192.130744935
system (mini-grid),system total,37.0
system (mini-grid),system total discounted cost,2420497.38178
system (mini-grid),system total discounted demand,1395578.50504
system (mini-grid),system total discounted energy storage cost,1201479.91941
system (mini-grid),system total discounted generation cost,1288360.20036
system (mini-grid),system total discounted recurring cost,1568897.38178
system (mini-grid),system total initial cost,851600.0
system (mini-grid),system total levelized cost,1.73440431551
system (off-grid),system total,29.0
system (off-grid),system total discounted cost,703547.865802
system (off-grid),system total discounted demand,231265.812653
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,344397.865802
system (off-grid),system total initial cost,359150.0
system (off-grid),system total levelized cost,3.04216112936
