system (grid),system total,4.0
system (grid),system total discounted cost,77375.2344156
system (grid),system total discounted demand,41645.3072986
system (grid),system total discounted recurring cost,29979.651561
system (grid),system total existing network length,92.6490366446
system (grid),system total external discounted recurring cost,1.30710059662e-09
system (grid),system total external initial cost,4.90902929418e-09
system (grid),system total initial cost,47395.5828547
system (grid),system total internal discounted recurring cost,29979.651561
system (grid),system total internal initial cost,47395.5828547
system (grid),system total levelized cost,1.85795806142
system (grid),system total proposed network length,4.90902929418e-10
system (mini-grid),system total,26.0
system (mini-grid),system total discounted cost,1772233.43972
system (mini-grid),system total discounted demand,1045490.93288
system (mini-grid),system total discounted energy storage cost,866032.370627
system (mini-grid),system total discounted generation cost,927763.096568
system (mini-grid),system total discounted recurring cost,1138608.43972
system (mini-grid),system total initial cost,633625.0
system (mini-grid),system total levelized cost,1.69512081262
system (off-grid),system total,11.0
system (off-grid),system total discounted cost,279048.847232
system (off-grid),system total discounted demand,91933.0775527
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,136598.847232
system (off-grid),system total initial cost,142450.0
system (off-grid),system total levelized cost,3.03534761003
