system (grid),system total,24.0
system (grid),system total discounted cost,3437775.38914
system (grid),system total discounted demand,6933000.73982
system (grid),system total discounted recurring cost,2002579.77237
system (grid),system total existing network length,60929.2576881
system (grid),system total external discounted recurring cost,190626.458036
system (grid),system total external initial cost,715928.727417
system (grid),system total initial cost,1435195.61677
system (grid),system total internal discounted recurring cost,1811953.31434
system (grid),system total internal initial cost,719266.889349
system (grid),system total levelized cost,0.495856775176
system (grid),system total proposed network length,44651.7993164
system (mini-grid),system total,8.0
system (mini-grid),system total discounted cost,617360.972434
system (mini-grid),system total discounted demand,920009.926402
system (mini-grid),system total discounted energy storage cost,552005.955839
system (mini-grid),system total discounted generation cost,577155.510852
system (mini-grid),system total discounted recurring cost,575935.972432
system (mini-grid),system total initial cost,41425.0
system (mini-grid),system total levelized cost,0.671037295052
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
