system (grid),system total,3.0
system (grid),system total discounted cost,126436.367783
system (grid),system total discounted demand,80731.1884297
system (grid),system total discounted recurring cost,47537.3363493
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,493.383145602
system (grid),system total external initial cost,1852.98080445
system (grid),system total initial cost,78899.0314339
system (grid),system total internal discounted recurring cost,47043.9532037
system (grid),system total internal initial cost,77046.0506295
system (grid),system total levelized cost,1.56614030144
system (grid),system total proposed network length,92.6490402227
system (mini-grid),system total,25.0
system (mini-grid),system total discounted cost,1725518.21366
system (mini-grid),system total discounted demand,1026873.73366
system (mini-grid),system total discounted energy storage cost,836966.110391
system (mini-grid),system total discounted generation cost,896410.513149
system (mini-grid),system total discounted recurring cost,1104018.21366
system (mini-grid),system total initial cost,621500.0
system (mini-grid),system total levelized cost,1.68036064913
system (off-grid),system total,11.0
system (off-grid),system total discounted cost,279048.847232
system (off-grid),system total discounted demand,91933.0775527
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,136598.847232
system (off-grid),system total initial cost,142450.0
system (off-grid),system total levelized cost,3.03534761003
