system (grid),system total,0.0
system (grid),system total discounted cost,0.0
system (grid),system total discounted demand,0.0
system (grid),system total discounted recurring cost,0.0
system (grid),system total existing network length,92.6490366446
system (grid),system total external discounted recurring cost,0.0
system (grid),system total external initial cost,0.0
system (grid),system total initial cost,0.0
system (grid),system total internal discounted recurring cost,0.0
system (grid),system total internal initial cost,0.0
system (grid),system total levelized cost,0
system (grid),system total proposed network length,0
system (mini-grid),system total,5.0
system (mini-grid),system total discounted cost,969475.921721
system (mini-grid),system total discounted demand,1537947.23051
system (mini-grid),system total discounted energy storage cost,922768.338303
system (mini-grid),system total discounted generation cost,955157.916728
system (mini-grid),system total discounted recurring cost,943088.421721
system (mini-grid),system total initial cost,26387.5
system (mini-grid),system total levelized cost,0.630370081945
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
