system (grid),system total,0.0
system (grid),system total discounted cost,0.0
system (grid),system total discounted demand,0.0
system (grid),system total discounted recurring cost,0.0
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,0.0
system (grid),system total external initial cost,0.0
system (grid),system total initial cost,0.0
system (grid),system total internal discounted recurring cost,0.0
system (grid),system total internal initial cost,0.0
system (grid),system total levelized cost,0
system (grid),system total proposed network length,0
system (mini-grid),system total,32.0
system (mini-grid),system total discounted cost,3653297.71036
system (mini-grid),system total discounted demand,5235340.44415
system (mini-grid),system total discounted energy storage cost,3159223.35301
system (mini-grid),system total discounted generation cost,3296783.79785
system (mini-grid),system total discounted recurring cost,3329910.21035
system (mini-grid),system total initial cost,323387.5
system (mini-grid),system total levelized cost,0.697814736087
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
