system (grid),system total,0.0
system (grid),system total discounted cost,0.0
system (grid),system total discounted demand,0.0
system (grid),system total discounted recurring cost,0.0
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,0.0
system (grid),system total external initial cost,0.0
system (grid),system total initial cost,0.0
system (grid),system total internal discounted recurring cost,0.0
system (grid),system total internal initial cost,0.0
system (grid),system total levelized cost,0
system (grid),system total proposed network length,0
system (mini-grid),system total,32.0
system (mini-grid),system total discounted cost,3129796.01331
system (mini-grid),system total discounted demand,4362783.70345
system (mini-grid),system total discounted energy storage cost,2652106.97211
system (mini-grid),system total discounted generation cost,2773282.10081
system (mini-grid),system total discounted recurring cost,2814471.01331
system (mini-grid),system total initial cost,315325.0
system (mini-grid),system total levelized cost,0.717385097693
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
