system (grid),system total,6.0
system (grid),system total discounted cost,607895.009516
system (grid),system total discounted demand,1421968.91115
system (grid),system total discounted recurring cost,390569.840817
system (grid),system total existing network length,109133.585342
system (grid),system total external discounted recurring cost,26550.4524433
system (grid),system total external initial cost,99714.5507812
system (grid),system total initial cost,217325.1687
system (grid),system total internal discounted recurring cost,364019.388374
system (grid),system total internal initial cost,117610.617918
system (grid),system total levelized cost,0.427502320726
system (grid),system total proposed network length,9971.45507812
system (mini-grid),system total,0.0
system (mini-grid),system total discounted cost,0.0
system (mini-grid),system total discounted demand,0.0
system (mini-grid),system total discounted energy storage cost,0.0
system (mini-grid),system total discounted generation cost,0.0
system (mini-grid),system total discounted recurring cost,0.0
system (mini-grid),system total initial cost,0.0
system (mini-grid),system total levelized cost,0
system (off-grid),system total,0.0
system (off-grid),system total discounted cost,0.0
system (off-grid),system total discounted demand,0.0
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,0.0
system (off-grid),system total initial cost,0.0
system (off-grid),system total levelized cost,0
