system (grid),system total,7.0
system (grid),system total discounted cost,351705.145553
system (grid),system total discounted demand,225420.343022
system (grid),system total discounted recurring cost,129609.9144
system (grid),system total existing network length,0
system (grid),system total external discounted recurring cost,4390.72335235
system (grid),system total external initial cost,16490.0770569
system (grid),system total initial cost,222095.231153
system (grid),system total internal discounted recurring cost,125219.191048
system (grid),system total internal initial cost,205605.154097
system (grid),system total levelized cost,1.56021919246
system (grid),system total proposed network length,824.503852844
system (mini-grid),system total,50.0
system (mini-grid),system total discounted cost,3419164.26696
system (mini-grid),system total discounted demand,2018979.01223
system (mini-grid),system total discounted energy storage cost,1681198.47366
system (mini-grid),system total discounted generation cost,1800087.27918
system (mini-grid),system total discounted recurring cost,2204064.26695
system (mini-grid),system total initial cost,1215100.0
system (mini-grid),system total levelized cost,1.69351154531
system (off-grid),system total,43.0
system (off-grid),system total discounted cost,1081179.60694
system (off-grid),system total discounted demand,355857.1099
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,529254.60694
system (off-grid),system total initial cost,551925.0
system (off-grid),system total levelized cost,3.03824084685
