system (grid),system total,4.0
system (grid),system total discounted cost,54929.6416334
system (grid),system total discounted demand,30518.3035882
system (grid),system total discounted recurring cost,21202.1646329
system (grid),system total existing network length,192.130740023
system (grid),system total external discounted recurring cost,1.30710059662e-09
system (grid),system total external initial cost,4.90902929418e-09
system (grid),system total initial cost,33727.4770006
system (grid),system total internal discounted recurring cost,21202.1646329
system (grid),system total internal initial cost,33727.4770006
system (grid),system total levelized cost,1.79989171006
system (grid),system total proposed network length,4.90902929418e-10
system (mini-grid),system total,36.0
system (mini-grid),system total discounted cost,2376307.21463
system (mini-grid),system total discounted demand,1379965.98087
system (mini-grid),system total discounted energy storage cost,1172413.65917
system (mini-grid),system total discounted generation cost,1257007.61694
system (mini-grid),system total discounted recurring cost,1535032.21463
system (mini-grid),system total initial cost,841275.0
system (mini-grid),system total levelized cost,1.72200419979
system (off-grid),system total,28.0
system (off-grid),system total discounted cost,676612.648887
system (off-grid),system total discounted demand,222372.789009
system (off-grid),system total discounted diesel cost,0.0
system (off-grid),system total discounted diesel fuel cost,0.0
system (off-grid),system total discounted recurring cost,331212.648888
system (off-grid),system total initial cost,345400.0
system (off-grid),system total levelized cost,3.04269534012
